"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id","gene_id_noversion","gene_name","gene_label","entrezid","direction"
2.03822043432544,4.97049882527562,14.2783259093594,5.99208924407386e-33,1.2169933254714e-28,64.1462491406941,"ENSG00000115641.20","ENSG00000115641","FHL2","FHL2",2274,"up"
1.61367333559508,5.94531300264802,13.6545620079889,5.86643519303544e-31,5.95736493852749e-27,59.6722590893719,"ENSG00000134247.11","ENSG00000134247","PTGFRN","PTGFRN",5738,"up"
3.4918401366234,1.75939008397496,12.669961135034,7.90671870317983e-28,5.35284856205275e-24,52.3173288102253,"ENSG00000211448.14","ENSG00000211448","DIO2","DIO2",1734,"up"
2.73986844311974,0.652184546612282,12.6108437259599,1.21641712085134e-27,6.17635793112268e-24,51.4404318718085,"ENSG00000178401.17","ENSG00000178401","DNAJC22","DNAJC22",79962,"up"
3.24032224642941,1.64302256792796,12.5445943058186,1.9705936714863e-27,8.00455149357733e-24,51.2304443997815,"ENSG00000156103.16","ENSG00000156103","MMP16","MMP16",4325,"up"
3.27845763277428,2.77315371348954,12.4341429613205,4.40099105920737e-27,1.48973547354169e-23,50.6705754551085,"ENSG00000164694.18","ENSG00000164694","FNDC1","FNDC1",84624,"up"
2.23789920920673,5.97142351352007,12.1552643155295,3.3303762873392e-26,9.66284891369418e-23,48.8629164291539,"ENSG00000137573.15","ENSG00000137573","SULF1","SULF1",23213,"up"
1.58194544748406,3.95338130639765,12.0958066638682,5.12221478816244e-26,1.30040227934474e-22,48.3908496657675,"ENSG00000128602.12","ENSG00000128602","SMO","SMO",6608,"up"
-3.25019784809324,0.781539294308794,-11.944535481575,1.5289417297283e-25,3.12399997516769e-22,47.1156749087642,"ENSG00000304194.1","ENSG00000304194","ENSG00000304194","ENSG00000304194",NA,"down"
2.05926185638988,4.38865034509425,11.9437031489086,1.53815853036322e-25,3.12399997516769e-22,47.3393076215153,"ENSG00000101230.6","ENSG00000101230","ISM1","ISM1",140862,"up"
-1.48242925218811,3.84579774020372,-11.7703401553615,5.36904303361809e-25,9.91320581934395e-22,46.1203022659239,"ENSG00000163251.5","ENSG00000163251","FZD5","FZD5",7855,"down"
2.98474588101439,4.11274091823791,11.7106089090003,8.25245421236181e-25,1.39672787544224e-21,45.6492452295466,"ENSG00000106819.14","ENSG00000106819","ASPN","ASPN",54829,"up"
2.1157574517379,2.01549470169233,11.5566615225062,2.49356216926258e-24,3.89571135828639e-21,44.4147212834527,"ENSG00000168453.17","ENSG00000168453","HR","HR",55806,"up"
3.02127475228388,3.32480678609095,11.5380310910573,2.85000084715189e-24,4.13453694326106e-21,44.4027950373057,"ENSG00000101447.15","ENSG00000101447","FAM83D","FAM83D",81610,"up"
1.9012811560064,4.27330354048017,11.4067043889679,7.29913680624438e-24,9.39484735261973e-21,43.5485235700273,"ENSG00000179954.16","ENSG00000179954","SSC5D","SSC5D",284297,"up"
3.40521844807425,0.000160656882124699,11.4047634791048,7.40115990359014e-24,9.39484735261973e-21,42.9571800093768,"ENSG00000122691.13","ENSG00000122691","TWIST1","TWIST1",7291,"up"
-2.67929929296629,2.02847920996012,-11.3076392067338,1.48133481259366e-23,1.76975941433983e-20,42.7254580523126,"ENSG00000120907.18","ENSG00000120907","ADRA1A","ADRA1A",148,"down"
2.78492092733082,1.61252532731038,11.2756782623219,1.86074596908797e-23,2.0995417017876e-20,42.3411011850729,"ENSG00000105696.10","ENSG00000105696","TMEM59L","TMEM59L",25789,"up"
2.27421940030193,7.44557757260407,11.2242371639209,2.68497283966989e-23,2.87009465124713e-20,42.2508865032886,"ENSG00000187955.14","ENSG00000187955","COL14A1","COL14A1",7373,"up"
