"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id","gene_id_noversion","gene_name","gene_label","entrezid","direction"
-2.01229099399687,-2.05986336635276,-6.23675877293677,2.34649451782551e-09,4.76573036570361e-05,8.61550047786113,"ENSG00000234156.4","ENSG00000234156","ENSG00000234156","ENSG00000234156",NA,"down"
0.359512509390904,6.40180183791235,5.08458124324921,8.02107909699793e-07,0.0081454058230014,5.53898455612842,"ENSG00000079432.10","ENSG00000079432","CIC","CIC",23152,"up"
-1.25742800478547,-1.69948716065542,-4.79363262263985,3.06016551333215e-06,0.0179991756246033,3.49127104491129,"ENSG00000198515.17","ENSG00000198515","CNGA1","CNGA1",1259,"down"
-2.00839008912145,-2.14421466901027,-4.76089675058398,3.54488934014835e-06,0.0179991756246033,3.17243386984037,"ENSG00000258343.3","ENSG00000258343","SNRPF-DT","SNRPF-DT",105369921,"down"
-1.58456610665949,-2.2371054270334,-4.6871982468692,4.92248733604055e-06,0.0199951435589967,2.86664050147704,"ENSG00000171772.18","ENSG00000171772","SYCE1","SYCE1",93426,"down"
1.74220309158556,-1.17126041671578,4.45743544107748,1.33677531163236e-05,0.0381416049041857,2.07732312349742,"ENSG00000236496.2","ENSG00000236496","GPS2P1","GPS2P1",392281,"up"
-0.780343797783248,-0.188844241842402,-4.43290303113918,1.48395401185312e-05,0.0381416049041857,2.55986346638251,"ENSG00000286656.3","ENSG00000286656","ENSG00000286656","ENSG00000286656",NA,"down"
-0.57097992468132,-0.793744645981314,-4.42999831204773,1.50237734728452e-05,0.0381416049041857,2.39668256372372,"ENSG00000275202.1","ENSG00000275202","ENSG00000275202","ENSG00000275202",NA,"down"
-0.880640978151173,-0.888990736761349,-4.39319786857656,1.75565643051479e-05,0.0396193134486171,2.29329654827627,"ENSG00000230387.6","ENSG00000230387","LINC03125","LINC03125",100505664,"down"
1.097065761138,-0.235583943993795,4.33644091376096,2.22822299112101e-05,0.0452552089496677,2.06435059186764,"ENSG00000186235.13","ENSG00000186235","LINC02610","LINC02610",151174,"up"
-0.252662043106685,4.86464301462562,-4.30627197473848,2.52679870329678e-05,0.0466538924217796,2.37195395981686,"ENSG00000102763.19","ENSG00000102763","VWA8","VWA8",23078,"down"
0.328558839393124,5.92909557544556,4.26703998670753,2.97274561183508e-05,0.0477320522874997,2.20692459391912,"ENSG00000156860.16","ENSG00000156860","FBRS","FBRS",64319,"up"
0.475700830692727,1.69368831039604,4.26040709131094,3.05522737438452e-05,0.0477320522874997,2.19572447726414,"ENSG00000161847.16","ENSG00000161847","RAVER1","RAVER1",125950,"up"
-1.47583425575773,-2.12290110436971,-4.16423614995236,4.5268946434417e-05,0.0620585298497627,1.23277274564645,"ENSG00000167644.13","ENSG00000167644","C19orf33","C19orf33",64073,"down"
2.37246985091986,-2.38806526859971,4.13643952938108,5.06726783422649e-05,0.0620585298497627,1.11761968070717,"ENSG00000170373.9","ENSG00000170373","CST1","CST1",1469,"up"
0.697884251845649,-1.13769461518603,4.1155500791037,5.50953703242581e-05,0.0620585298497627,1.30240964725232,"ENSG00000289984.1","ENSG00000289984","ENSG00000289984","ENSG00000289984",NA,"up"
0.383215311807948,4.97978641592205,4.11417412447299,5.54006883141115e-05,0.0620585298497627,1.66809014791777,"ENSG00000124588.23","ENSG00000124588","NQO2","NQO2",4835,"up"
-2.21911324788622,-0.252190369681589,-4.09550635370305,5.97284802643727e-05,0.0620585298497627,1.4358232039266,"ENSG00000286619.1","ENSG00000286619","PM20D1-AS1","PM20D1-AS1",NA,"down"
0.620807788591055,4.42211676431618,4.07658315117615,6.43943741430564e-05,0.0620585298497627,1.53866162383207,"ENSG00000205744.11","ENSG00000205744","DENND1C","DENND1C",79958,"up"
2.17868035997089,0.0357375920620231,4.06385384479995,6.77685225849306e-05,0.0620585298497627,1.2860490360512,"ENSG00000233913.7","ENSG00000233913","RPL10P9","RPL10P9",389342,"up"
-0.518444060425925,0.570351297127079,-4.05472639745476,7.02464772515298e-05,0.0620585298497627,1.37734068534318,"ENSG00000245498.8","ENSG00000245498","MSANTD2-AS1","MSANTD2-AS1",100507283,"down"
0.28772485587231,4.5196200648001,4.05069014942539,7.13811843781028e-05,0.0620585298497627,1.44481761133519,"ENSG00000165233.19","ENSG00000165233","CARD19","CARD19",84270,"up"
0.998587898866895,3.35443466831152,4.04235973151839,7.37785528913896e-05,0.0620585298497627,1.40696358661711,"ENSG00000008516.20","ENSG00000008516","MMP25","MMP25",64386,"up"
0.67746656276142,-1.00244965567636,4.03680394676786,7.54198392655503e-05,0.0620585298497627,1.05906171761023,"ENSG00000261512.3","ENSG00000261512","ENSG00000261512","ENSG00000261512",NA,"up"
1.71261288069672,1.16926452501525,4.03359100539313,7.63891307850353e-05,0.0620585298497627,1.11893458579249,"ENSG00000237541.4","ENSG00000237541","HLA-DQA2","HLA-DQA2",3117,"up"
0.719536871627685,2.44223188997162,4.01887366016405,8.09572408374217e-05,0.0632400600541552,1.28867753566989,"ENSG00000085741.15","ENSG00000085741","WNT11","WNT11",7481,"up"
0.896122000856461,1.50020416966694,3.99439159972357,8.91456673805482e-05,0.067057352018479,1.10038054222545,"ENSG00000197540.8","ENSG00000197540","GZMM","GZMM",3004,"up"
-0.710930274851023,5.95684475070385,-3.98380844393448,9.29241028382376e-05,0.0674031617373073,1.17468188028418,"ENSG00000174738.15","ENSG00000174738","NR1D2","NR1D2",9975,"down"
-0.68916701077662,-1.85383503938701,-3.94531098128432,0.000107993853686257,0.0743129773371257,0.647900015972285,"ENSG00000260625.5","ENSG00000260625","RUSF1-DT","RUSF1-DT",123706528,"down"
-0.410846141639121,3.18313186793968,-3.94111962994786,0.00010976806105927,0.0743129773371257,1.05350465393736,"ENSG00000172687.15","ENSG00000172687","ZNF738","ZNF738",148203,"down"
