"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id","gene_label"
4.31040851052532,1.85495512021869,15.2701858395336,9.48835243696854e-37,1.92708437994831e-32,72.6738507180978,"ENSG00000211448.14","DIO2"
2.27582120406554,2.23645265569608,14.6921576195182,7.62102171178608e-35,7.73914754831876e-31,68.5018431363295,"ENSG00000182463.17","TSHZ2"
3.9988676816332,2.79678100261554,14.3059105354411,1.4263141754191e-33,9.65614696758733e-30,65.4873052050983,"ENSG00000164694.18","FNDC1"
3.14770659899973,7.46604356330722,13.9752687341974,1.7460854740403e-32,8.86574899443962e-29,63.1383854224216,"ENSG00000187955.14","COL14A1"
1.46311867607973,6.37784783240069,13.715068006152,1.2501294881402e-31,5.0780259808255e-28,61.1849815529211,"ENSG00000138185.21","ENTPD1"
1.74174249367161,5.96623719187202,13.5122541975343,5.7855536195324e-31,1.95840990021172e-27,59.6691647282982,"ENSG00000134247.11","PTGFRN"
2.09926673169532,4.99253807872108,13.4839676444345,7.16260280507116e-31,2.07817804244279e-27,59.4650675323622,"ENSG00000115641.20","FHL2"
1.58458377774784,2.58687974405951,13.1569716126617,8.42229415066401e-30,2.13820992749983e-26,57.0280351463826,"ENSG00000161381.15","PLXDC1"
1.43542486125097,4.91274426463046,12.8473711962911,8.62504792975705e-29,1.94638581614851e-25,54.7190897494926,"ENSG00000156011.19","PSD3"
3.54069107708434,1.66455330738936,12.8274234985984,1.0017051827747e-28,2.03446322621542e-25,54.3985480867436,"ENSG00000156103.16","MMP16"
2.32430841397546,4.30187823870453,12.7493754408775,1.79816185748618e-28,3.32006066595858e-25,54.000906299531,"ENSG00000179954.16","SSC5D"
-1.75645276677275,3.87309459952462,-12.706519306492,2.47882563733638e-28,4.19541239119182e-25,53.683172999226,"ENSG00000163251.5","FZD5"
4.05140571110712,1.93837854732957,12.447594250104,1.7175439566722e-27,2.68333213538557e-24,51.6499999691786,"ENSG00000123496.9","IL13RA2"
3.07932491196698,3.02537422110987,12.3866564034515,2.70593327064855e-27,3.92553605191943e-24,51.2437966387489,"ENSG00000244694.8","PTCHD4"
3.45841646808771,1.58455422165869,12.3281929689825,4.1835296347195e-27,5.66449912541021e-24,50.6653411717639,"ENSG00000125869.11","LAMP5"
4.63062769266128,-0.477696339826594,12.2593191035048,6.98629147621968e-27,8.86822374262635e-24,50.0775408303317,"ENSG00000165376.13","CLDN2"
2.18969699387705,5.12278142861095,12.0552399879557,3.18190883335196e-26,3.80144520031637e-23,48.8760321300016,"ENSG00000119699.9","TGFB3"
2.54218197193526,3.62713937071931,12.04675026201,3.38867583621665e-26,3.82355590186445e-23,48.8265593474085,"ENSG00000149090.14","PAMR1"
2.94955502432287,6.47172837697779,12.0174803270548,4.22861567609872e-26,4.48236075039562e-23,48.5805682404602,"ENSG00000204291.13","COL15A1"
2.85861047412312,0.676894151310086,12.0055940229734,4.59749919400875e-26,4.48236075039562e-23,48.2663492537437,"ENSG00000178401.17","DNAJC22"
3.81862475064281,-0.858378773170548,12.0045081078452,4.63464183940463e-26,4.48236075039562e-23,47.9628264424114,"ENSG00000071909.19","MYO3B"
-1.39629388833513,1.71751749940301,-11.8864266680805,1.11070459719498e-25,1.02538228950137e-22,47.6578127830917,"ENSG00000186205.15","MTARC1"
5.1854624542625,2.08814981052221,11.8746816392014,1.22581258043662e-25,1.08244580472469e-22,47.4397927819437,"ENSG00000123500.10","COL10A1"
3.60813841328314,-1.86555414523154,11.7863858186337,2.32560197567201e-25,1.96804067191244e-22,46.2303552988926,"ENSG00000139330.6","KERA"
3.05497299767031,2.9359598221019,11.728940404098,3.55257014426147e-25,2.86363594811266e-22,46.4968857164166,"ENSG00000172987.14","HPSE2"
1.64661673433763,6.5366391408284,11.7246799614469,3.66590520191675e-25,2.86363594811266e-22,46.4363935473554,"ENSG00000049323.17","LTBP1"
3.34796983804886,4.11040909158976,11.6945719727207,4.57646311115801e-25,3.4425172513933e-22,46.2596533258914,"ENSG00000106819.14","ASPN"
3.32764527429907,4.09577386135642,11.6719819928333,5.40482649088787e-25,3.92042950106903e-22,46.0977137689416,"ENSG00000164932.14","CTHRC1"
1.31090748848718,6.01288623775585,11.6247276442979,7.65264993924497e-25,5.35949380227812e-22,45.7049498683349,"ENSG00000169855.21","ROBO1"
2.31064880202696,2.04834468478796,11.5289733844949,1.54665789437412e-24,1.04708739449128e-21,45.0118257628024,"ENSG00000168453.17","HR"
2.56576071259155,3.91890678759618,11.4802324192081,2.21156890433541e-24,1.44893433700169e-21,44.7112797414737,"ENSG00000044524.12","EPHA3"
-2.02318525552126,0.633425604589756,-11.4732291975113,2.32809980286044e-24,1.47761584362799e-21,44.6213103646529,"ENSG00000248890.5","HHIP-AS1"
2.75183626899824,3.55566005475559,11.4628176451459,2.5127531958052e-24,1.54648537596375e-21,44.5849575670095,"ENSG00000117600.15","PLPPR4"
1.2954404231267,5.35033949669378,11.4143632288208,3.58358137202973e-24,2.14066287252717e-21,44.1902209293189,"ENSG00000168675.20","LDLRAD4"
