"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id","gene_label"
1.99729888887519,5.07050840803605,9.47511170649614,4.50284143335859e-16,9.14527095115129e-12,25.953530246763,"ENSG00000115641.20","FHL2"
-3.01083724599462,2.26175707310358,-9.13032661639703,2.85403151150356e-15,2.89826899993186e-11,23.8765175953156,"ENSG00000120907.18","ADRA1A"
-3.09401769108226,3.59425701060977,-9.03842015343913,4.6622368428807e-15,3.01585193295075e-11,23.6399270859821,"ENSG00000101187.17","SLCO4A1"
-2.71807926169158,6.06855798632622,-8.9930224050596,5.93963945435893e-15,3.01585193295075e-11,23.5495290509184,"ENSG00000143546.11","S100A8"
-1.1120979037424,7.07690523695818,-8.61211809098628,4.49223219179067e-14,1.82474471630537e-10,21.5889235150012,"ENSG00000198722.16","UNC13B"
-3.79022615362377,3.67635215662084,-8.52713757108669,7.04558002827251e-14,2.38492883957025e-10,21.0205682545372,"ENSG00000163221.9","S100A12"
3.1959448358363,1.11638793503471,8.27861256637378,2.60861018410059e-13,7.56869611986899e-10,19.3363692112732,"ENSG00000156103.16","MMP16"
3.16112655405756,-0.560765634705011,8.16614283347233,4.70390891602547e-13,1.19420487605597e-09,18.3187998468755,"ENSG00000196711.9","ALKAL1"
-3.03881011976772,5.69922496314469,-8.03945812947019,9.11742341853577e-13,2.05749855144957e-09,18.6624342085233,"ENSG00000165810.18","BTNL9"
-1.60072582286015,3.98394737130499,-7.8875537760114,2.00912153041092e-12,4.08052582826457e-09,17.8542562188056,"ENSG00000184005.12","ST6GALNAC3"
-0.99465782454396,6.59267047305073,-7.85258562612201,2.4046015597236e-12,4.43976887981695e-09,17.7145539523571,"ENSG00000136848.19","DAB2IP"
-1.61606268527902,4.57475945660528,-7.73644672203445,4.39134571076088e-12,7.4323526154628e-09,17.1378321683545,"ENSG00000144218.21","AFF3"
4.25756928436943,1.86589821585371,7.69741834823108,5.37043850544072e-12,8.07269595942995e-09,16.6020383276424,"ENSG00000123500.10","COL10A1"
-1.10563207204949,5.74530576136906,-7.69052454287878,5.56463532407776e-12,8.07269595942995e-09,16.9052394672438,"ENSG00000110328.7","GALNT18"
1.29697349882593,5.75041287825687,7.60636532846847,8.57913502263761e-12,1.16161488206513e-08,16.4904025555811,"ENSG00000134247.11","PTGFRN"
-2.26701338211706,4.19627550693275,-7.58936459488034,9.36155600054153e-12,1.18833251481874e-08,16.3893706474363,"ENSG00000166523.8","CLEC4E"
2.47155696951558,3.17224840156848,7.53638101636749,1.22833172358979e-11,1.46749513565345e-08,15.9982432912038,"ENSG00000101447.15","FAM83D"
-1.16566740652878,6.05034087096393,-7.46181637707088,1.79847506015316e-11,1.92790607611109e-08,15.7638298307122,"ENSG00000142733.19","MAP3K6"
1.73997243977503,2.80960347890989,7.46126384157574,1.80355565958201e-11,1.92790607611109e-08,15.6527419537829,"ENSG00000172986.13","GXYLT2"
