"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id","gene_label"
4.2187854421163,2.71200614394519,16.9836358741293,4.65354321574006e-41,9.45134627116806e-37,82.3123153831629,"ENSG00000164694.18","FNDC1"
4.12855236168077,1.6886383664884,15.3562345980121,5.33132215860277e-36,5.41395765206111e-32,70.9415587761174,"ENSG00000211448.14","DIO2"
1.71048621353745,5.94799224022018,15.2142644509863,1.48169780397072e-35,1.00310941328818e-31,70.1773325251685,"ENSG00000134247.11","PTGFRN"
3.13799588169463,0.641412084123089,15.1097958522067,3.14482716379662e-35,1.59678599241773e-31,68.776911092788,"ENSG00000178401.17","DNAJC22"
2.04665893916447,4.98036344494449,14.938559327042,1.08044564152216e-34,4.38877019586302e-31,68.1959417872647,"ENSG00000115641.20","FHL2"
2.8015340241915,7.45400188925824,14.3363014258338,8.33047577679808e-33,2.81986605044615e-29,63.8975080429051,"ENSG00000187955.14","COL14A1"
2.05633838988378,2.09002326527449,13.7472920568489,5.84484775155221e-31,1.69584082620036e-27,59.6838364590653,"ENSG00000182463.17","TSHZ2"
1.60494932030846,6.4615066331505,13.6042877020573,1.63948448358388e-30,4.16224123269858e-27,58.6601058704668,"ENSG00000049323.17","LTBP1"
2.18657998290632,4.23509748129082,13.5784008123939,1.97593375699497e-30,4.45902384495198e-27,58.4891397769976,"ENSG00000179954.16","SSC5D"
3.3868892718075,1.62732261217965,13.4524636373276,4.89822974358469e-30,9.9483046092205e-27,57.3618346941954,"ENSG00000156103.16","MMP16"
1.31529424320647,4.8841681198767,13.3385617187461,1.11289359931354e-29,2.05480627291437e-26,56.7728197417212,"ENSG00000156011.19","PSD3"
4.99637866158385,2.02852689215741,12.9475365671304,1.86754716994912e-28,2.99261966465786e-25,53.7845758017708,"ENSG00000123500.10","COL10A1"
3.95684280005322,1.85769354789964,12.9430843222499,1.91551234074605e-28,2.99261966465786e-25,53.7895456786397,"ENSG00000123496.9","IL13RA2"
2.51751122162487,3.57362771085782,12.9325702565517,2.06584682171329e-28,2.99695349635692e-25,53.8674700983192,"ENSG00000149090.14","PAMR1"
3.477099520949,-0.887429530507454,12.8530052989266,3.65871588046895e-28,4.95390130215496e-25,52.6860638374059,"ENSG00000071909.19","MYO3B"
1.20605575399753,6.35679937779001,12.8037000752897,5.21287845227265e-28,6.61709758535359e-25,52.9411711589024,"ENSG00000138185.21","ENTPD1"
3.02480727977521,1.49408173107668,12.7212868053883,9.41738510048585e-28,1.12510053759334e-24,52.1789560643223,"ENSG00000125869.11","LAMP5"
3.23225293896525,4.20487321972504,12.648642661916,1.58557191807163e-27,1.78905364755749e-24,51.8639364555445,"ENSG00000106819.14","ASPN"
2.26576317723555,1.97239476223697,12.56540041552,2.87916453973777e-27,3.0776753580039e-24,51.1883686551448,"ENSG00000168453.17","HR"
3.04995390230468,1.59196855368038,12.5346266159855,3.58916940799395e-27,3.64480153381786e-24,50.8780902798515,"ENSG00000105696.10","TMEM59L"
3.06451677194366,-1.87606554110149,12.4156538247343,8.41011814314273e-27,8.13378568986804e-24,49.48331208736,"ENSG00000139330.6","KERA"
2.53185262179312,3.00056926554383,12.3749118400434,1.1254755987513e-26,1.0390186095745e-23,49.8956858531618,"ENSG00000244694.8","PTCHD4"
1.22199778398315,5.36157504502642,12.2852447800058,2.13608015385014e-26,1.88625164889984e-23,49.2789058909278,"ENSG00000168675.20","LDLRAD4"
1.57769276213788,3.94427688574415,12.2541943969694,2.66634082595045e-26,2.25639092396057e-23,49.0907386324347,"ENSG00000128602.12","SMO"
2.67362051274284,3.56417951578511,12.2348781593728,3.06058384571789e-26,2.48641831626121e-23,48.9419304515544,"ENSG00000117600.15","PLPPR4"
-2.07736087476791,4.4395181403012,-12.1113355863465,7.3876256202733e-26,5.77087216722118e-23,48.0758115605786,"ENSG00000181409.15","AATK"
-1.56771201622808,4.23981055039359,-12.0441271214014,1.19246339695585e-25,8.96997466376786e-23,47.5656276928383,"ENSG00000115756.14","HPCAL1"
2.5460777122429,6.46298250026626,12.0263139845094,1.35371447116782e-25,9.78099257759103e-23,47.4402419832388,"ENSG00000204291.13","COL15A1"
3.86106566507291,5.0367057851388,12.0238327977076,1.3965966752838e-25,9.78099257759103e-23,47.4205829768992,"ENSG00000211896.7","IGHG1"
2.05391271955288,4.40591417696008,11.9788612935254,1.89756106011136e-25,1.28464883769539e-22,47.150804247022,"ENSG00000101230.6","ISM1"
-1.50993206015108,3.80818296401123,-11.9606527787085,2.15998053330349e-25,1.41513563327077e-22,47.0096863042691,"ENSG00000163251.5","FZD5"
2.12620247478583,5.97874349622546,11.9440831905252,2.43012191484278e-25,1.54236800282677e-22,46.8632501360361,"ENSG00000137573.15","SULF1"
2.46603359026599,-1.35339707121582,11.9043567042831,3.22315734005131e-25,1.98370683564976e-22,46.2202749088076,"ENSG00000308504.1","ENSG00000308504"
2.14322669750661,3.74501599960981,11.8730192777595,4.02702650008156e-25,2.40555612401931e-22,46.4093293114982,"ENSG00000169851.17","PCDH7"
-3.44533909426636,0.745682189701835,-11.8301326389013,5.46077527118505e-25,3.16880987879338e-22,46.0095059972635,"ENSG00000304194.1","ENSG00000304194"
3.97425186684397,-0.774298887036098,11.7805884806397,7.76158823090107e-25,4.37882936026669e-22,45.5002481874209,"ENSG00000165376.13","CLDN2"
3.13759011931012,2.87942093840942,11.7431666584189,1.01206454886898e-24,5.51958223724446e-22,45.4653718407755,"ENSG00000143320.10","CRABP2"
1.27968320729252,2.39405213073265,11.7403177756503,1.03271356482171e-24,5.51958223724446e-22,45.4695689389117,"ENSG00000161381.15","PLXDC1"
2.98290520378211,4.06112356737057,11.733256616528,1.08572387343837e-24,5.55794741506579e-22,45.4350340531705,"ENSG00000164932.14","CTHRC1"
-2.15324832615852,2.52771089754809,-11.7321050613222,1.09462282916116e-24,5.55794741506579e-22,45.3969215425791,"ENSG00000197415.13","VEPH1"
3.46422613390986,6.97247512879849,11.6221987828887,2.41348002257389e-24,1.19555559167014e-21,44.5938680687799,"ENSG00000145423.6","SFRP2"
-3.02544673180364,2.04383117296519,-11.6129465528103,2.54532120334717e-24,1.23084461047574e-21,44.5190856692707,"ENSG00000120907.18","ADRA1A"
3.05821551347579,1.77936130100281,11.5813272736859,3.18322787509423e-24,1.50351995681776e-21,44.2958757505828,"ENSG00000170558.11","CDH2"
1.65437518852063,5.6064919092858,11.560890227481,3.67804000902647e-24,1.69774983143926e-21,44.1697520880644,"ENSG00000143387.15","CTSK"
3.38157315705721,-0.00228843489818061,11.5049733973385,5.45992194249148e-24,2.46424477004449e-21,43.5713599342671,"ENSG00000122691.13","TWIST1"
2.73991517102568,2.88619148328406,11.4805154698051,6.48899784716781e-24,2.73505353637119e-21,43.6646349606098,"ENSG00000172987.14","HPSE2"
1.62030737110792,4.57606337783068,11.4802157245504,6.50274141921003e-24,2.73505353637119e-21,43.6277901431907,"ENSG00000156804.8","FBXO32"
1.12097417093241,6.04881203949049,11.4797023269678,6.52634861661247e-24,2.73505353637119e-21,43.5912085184229,"ENSG00000169855.21","ROBO1"
-1.30714660542468,6.06192228391232,-11.4781424121392,6.59860282039332e-24,2.73505353637119e-21,43.574635579932,"ENSG00000137486.18","ARRB1"
2.79569857887657,-2.29495647811317,11.4366014876088,8.8458742813633e-24,3.59319413308977e-21,42.9320441841921,"ENSG00000139973.19","SYT16"
-2.03988201106836,3.75858672593475,-11.3667163502295,1.44764371930553e-23,5.76502822335203e-21,42.8625509454227,"ENSG00000144331.20","ZNF385B"
3.11772576917805,2.3270303133868,11.3616135248362,1.50061970331534e-23,5.86107426429512e-21,42.8216836577633,"ENSG00000138316.12","ADAMTS14"
3.1867385209062,6.39771502973518,11.3429721918844,1.7308086474382e-23,6.63258936405091e-21,42.6572903875194,"ENSG00000154096.15","THY1"
1.03928554852066,6.26626956491926,11.1831722638228,5.26170378963187e-23,1.97898525865598e-20,41.5218898043864,"ENSG00000146072.7","TNFRSF21"
3.31729310355644,0.199567273630449,11.1773075711167,5.48277808901052e-23,2.02464041796007e-20,41.3484807336567,"ENSG00000144229.13","THSD7B"
3.68585721697605,-0.573385139997296,11.1376727966575,7.24005108736455e-23,2.60710898435441e-20,41.0162149672374,"ENSG00000186684.15","CYP27C1"
